"Manufacturer","Model/Type","Drivetrain type","Weblink (optional)","Cost","Manufacturer","Model/Type","Outer diameter [mm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Motor velocity constant (Kv)","Maximum voltage [V]","Maximum torque [Nm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Cell chemistry","Number of cells","Capacity [mAh]","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","CPU details","GPU details","RAM amount","Weblink (optional)","Cost","Manufacturer","Model/Type","Number of planes","Detection range [m]","Scanning frequency","Angular resolution","Weblink (optional)","Cost","Manufacturer","Model/Type","Resolution","Shutter type","Field-of-view angle","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Measurement category","Manufacturer","Model/Type","Weblink","Cost"
"traxxas","4-Tec 2.0 VXL","4WD","-","560000KRW","louise","LR-T3172VWKR","266","","24000KRW","hobbwing","xerun v10 g4 / sensored 4pole","2500","12.6","0.145(@38A)","-","155000KRW","EP power","EP 5000mAh 11.1V 40-80C LIPO/EC3","Lipo","3","5000","-","69000KRW","FLIPSKY","FSESC705100PROv2 Alucase","-","220000KRW","FLYSKY","fs-i6x, 2.4Ghz / fs-A8s reciver","-","80000KRW","ASUS","NUC-15pro+","intel 285H","arc140T","32GB","-","1965890KRW","Hokuyo","UST-10LX","1","10","40","0,25","-","2195000KRW","Intel Realsense","D455","1280*800 30FPS","global shutter","90x65 degree","-","419$","microstrain","3DM-GV7-AHRS","-","281100KRW","-","-","-","-","-"
"","","","","","louise","L-T3170VWKF","266","","24000KRW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
