"Manufacturer","Model/Type","Drivetrain type","Weblink (optional)","Cost","Manufacturer","Model/Type","Outer diameter [mm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Motor velocity constant (Kv)","Maximum voltage [V]","Maximum torque [Nm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Cell chemistry","Number of cells","Capacity [mAh]","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","CPU details","GPU details","RAM amount","Weblink (optional)","Cost","Manufacturer","Model/Type","Number of planes","Detection range [m]","Scanning frequency","Angular resolution","Weblink (optional)","Cost","Manufacturer","Model/Type","Resolution","Shutter type","Field-of-view angle","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Measurement category","Manufacturer","Model/Type","Weblink","Cost"
"Traxxas","Slash 4x4","4WD","-","1000 AED (2nd hands)","Traxxas","BFGoodrich Tires","105","","0 (bundle)","Traxxas","Velineon 3500","3500","-","-","-","0 (bundled)","HRB","5000mAh","LiPo","3","5000","-","100 AED","VESC","MK6","-","185 GBP","HotRC","DS-4A","-","72 AED","NVidia","Jetson Orin Nano","Arm","-","8","-","1000 AED","Hokuyo","ust-20lx","1","20","40","0,25","-","200 USD (2nd hands)","Intel","Realsense D455i","1920x1080","-","90","-","150 USD","VESC","MK6","-","0 (bundled in VESC)","-","-","-","-","-"
"","","","","","Temu","1/10 RC Truck Smooth Tire Set","105","","87 AED","","","","","","","","","","","","","","","","","","","","","","","Qualcomm","Rubik Pi 3","Qualcomm Dragonwing QCS6490","integrated","8","https://rubikpi.ai/","99€","","","","","","","","","","","","","","","","","","","","","","","",""
