"Manufacturer","Model/Type","Drivetrain type","Weblink (optional)","Cost","Manufacturer","Model/Type","Outer diameter [mm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Motor velocity constant (Kv)","Maximum voltage [V]","Maximum torque [Nm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Cell chemistry","Number of cells","Capacity [mAh]","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","CPU details","GPU details","RAM amount","Weblink (optional)","Cost","Manufacturer","Model/Type","Number of planes","Detection range [m]","Scanning frequency","Angular resolution","Weblink (optional)","Cost","Manufacturer","Model/Type","Resolution","Shutter type","Field-of-view angle","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Measurement category","Manufacturer","Model/Type","Weblink","Cost"
"Traxxas","Fors Fiesta","4WD","-","279€","Traxxas","standard Traxxas Festa tyres","100","-","Included with the chassis","Traxxas","velineon 3500","3500","-","-","-","Included in traxxas chassis","FullPower","3S-11.1v-5200mAh","Lipo","3","5200","-","50€","Trampa","VESC 6 MkVI","-","212€","Gamesir","T3S","-","30€","NVIDIA","Jetson Orin NX","Arm Cortex-A78AE CPU","-","16GB","-","594€","Hokuyo","UST-10LX","1","10","40","0,25","","1 600€","Realsense","D435i","1920x1080","-","87°x58°","-","283€","Trampa","VESC 6 MkVI","-","212€","-","-","-","-","-"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Livox","Mid360","32","70","15","1,3","","700€","","","","","","","","","","","","","","","",""
