"Manufacturer","Model/Type","Drivetrain type","Weblink (optional)","Cost","Manufacturer","Model/Type","Outer diameter [mm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Motor velocity constant (Kv)","Maximum voltage [V]","Maximum torque [Nm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Cell chemistry","Number of cells","Capacity [mAh]","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","CPU details","GPU details","RAM amount","Weblink (optional)","Cost","Manufacturer","Model/Type","Number of planes","Detection range [m]","Scanning frequency","Angular resolution","Weblink (optional)","Cost","Manufacturer","Model/Type","Resolution","Shutter type","Field-of-view angle","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Measurement category","Manufacturer","Model/Type","Weblink","Cost"
"Traxxas","Slash","2WD","https://www.toprc.nl/traxxas-slash-2wd-vxl-rood.html","409,00€","Proline","Street Fighter SC","109","https://www.toprc.nl/proline-street-fighter-sc-2-2-3-0inch-m2-banden-op-raid-black-velgen-17-hex.html","44,95€","Traxxas","Brushless","3500","-","-","https://www.toprc.nl/en/traxxas-motor-velineon-3500-brushless-trx-3351r.html","94,95€","HRB-POWER","LiPo","LiPo","2","6000","https://hrb-power.com/products/hrb-7-4v-5000mah-7000mah-50c-60c-tr?_pos=2&_sid=265e7add7&_ss=r&variant=42280809529536","$41.99","Traxxas","VXL-3S","https://www.toprc.nl/en/traxxas-velineon-vxl-3s-regelaar-trx-3355r.html","109,95€","Absima","CR4S","https://www.absima.shop/pp/absima-4-channel-radio-cr4s-inkl-receiver-r4wp-micro.htm?shop=absima_en&a=article&ProdNr=2000010&p=19128","39,95€","NVIDIA","Jetson xavier nx","6-core NVIDIA Carmel Arm v8.2 64-bit CPU 6MB L2 + 4MB L3","384-core NVIDIA Volta architecture GPU","16","-","730€","Shanghai Slamtec Co","RPLidar C1","1","12","12","0,72","https://www.slamtec.com/en/c1","72€","Intel","RealSense D435i","1920 x 1080","rolling shutter","69° × 42°","-","190€","TDK InvenSense","Pixhawk 6c - ICM-42688-P IMU","https://holybro.com/products/pixhawk-6c","$165.99","Earth's magnetic field","Holybro","pixhawk-4-module IST8310 Digitial Compass","https://rcdrone.top/products/pixhawk-4-gps-module","$120.01"
"","","","","","Traxxas","Stock tyres","109","","44,95€","OCDAY","3650","5200","","","","","Pro-Range","LiPo","LiPo","3","3300","https://robu.in/product/orange-3300mah-3s-25c-60c-lithium-polymer-battery-pack-lipo","INR 2612.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
