"Manufacturer","Model/Type","Drivetrain type","Weblink (optional)","Cost","Manufacturer","Model/Type","Outer diameter [mm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Motor velocity constant (Kv)","Maximum voltage [V]","Maximum torque [Nm]","Weblink (optional)","Cost","Manufacturer","Model/Type","Cell chemistry","Number of cells","Capacity [mAh]","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Manufacturer","Model/Type","CPU details","GPU details","RAM amount","Weblink (optional)","Cost","Manufacturer","Model/Type","Number of planes","Detection range [m]","Scanning frequency","Angular resolution","Weblink (optional)","Cost","Manufacturer","Model/Type","Resolution","Shutter type","Field-of-view angle","Weblink (optional)","Cost","Manufacturer","Model/Type","Weblink (optional)","Cost","Measurement category","Manufacturer","Model/Type","Weblink","Cost"
"XRAY","XRAY XB8E '26","4WD","-","640€","LOUISE","1:8 B-GROOVE supersoft LOUISE","110","-","50€","Hobbywing","XeRun Motor 4268 G3 HW38020433","2200","-","-","-","0 (with kit from ESC)","SLS XTRON","SLSXT","LiPo","4","2400","-","50€","Hobbywing","1:8 Combo 2200kv 4268SD G3 / Xerun XR8 Pro G3 (2-4S)","https://hk-modellbau.com/combos/1-8/33672/1-8-combo-2200kv-4268sd-g3/xerun-xr8-pro-g3-2-4s?c=3035","230€","Radiomaster","Boxer","-","150€","Nvidia","Jetson Orin NX","Jetson Orin NX CPU","-","16gb","-","800€","waveshare","DTOF LIDAR LD19","450","12","10","1","-","70€","idk, we have different boards with the same camera","IMX219","820x616 or 2x that","-","160","-","15€","speedybee FC (onboard IMU)","BMI219 or MPU6000","-","idk, not a lot. The whole FC is like 50€","tracking camera","intel","realsense 265","https://www.google.com/search?q=t265","not produced anymore"
