timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1775845131207,0.5221786,-0.7664139,0.16173893,0.0005423908,-0.018264918,0.97652787,0.21461467
1775845131217,0.5173319,-0.7692423,0.16167448,0.0013445066,-0.01607588,0.9755513,0.2191789
1775845131227,0.5125388,-0.7722315,0.16147552,-0.00011669208,-0.017702993,0.97521454,0.22055179
1775845131239,0.507587,-0.7750633,0.16111703,0.0020112214,-0.01678975,0.97465086,0.22309136
1775845131249,0.5026203,-0.77797455,0.16095625,0.0011028019,-0.018118,0.97410846,0.22535133
1775845131257,0.497552,-0.7807049,0.16099547,0.0014513041,-0.019759007,0.9729039,0.23035936
1775845131271,0.49250022,-0.7830651,0.16094524,0.00003757785,-0.016942907,0.9724301,0.23257795
1775845131278,0.48749256,-0.7856876,0.1608357,-0.00007129979,-0.017424364,0.9721605,0.23366705
1775845131287,0.48245877,-0.78868026,0.16066015,-0.0017646654,-0.017879201,0.9712066,0.23756063
1775845131297,0.47727358,-0.79088813,0.16082045,-0.00010195227,-0.019720556,0.9702827,0.24116935
1775845131307,0.47221786,-0.7933124,0.1607851,0.0009944125,-0.0184334,0.969139,0.24582283
1775845131329,0.467184,-0.7960848,0.1606172,0.00086818513,-0.017251994,0.9685498,0.24821974
1775845131330,0.4621224,-0.7985218,0.16055799,-0.00062239694,-0.01984187,0.96849656,0.24823458
1775845131338,0.4570541,-0.80096436,0.16059749,-0.0002833597,-0.021918844,0.96745193,0.25210342
1775845131347,0.4518453,-0.8033062,0.16065417,0.0003667932,-0.01967225,0.9663598,0.25644058
1775845131358,0.44664448,-0.8053469,0.16065793,0.004789583,-0.017627954,0.96519786,0.260882
1775845131367,0.44155824,-0.80776566,0.16026352,0.0040943627,-0.01720249,0.9648631,0.2621575
1775845131377,0.43622985,-0.81028146,0.16014087,-0.0012692402,-0.020128908,0.9646384,0.26280448
1775845131388,0.43109876,-0.8127464,0.16019835,0.0010865829,-0.018885888,0.9634701,0.2671474
1775845131397,0.4257709,-0.8148151,0.16005717,0.0021330682,-0.019756716,0.96215856,0.27176455
1775845131408,0.4205362,-0.817041,0.15993582,0.003126564,-0.01937436,0.96158373,0.27380902
1775845131418,0.41527772,-0.8194408,0.1594586,0.0033363234,-0.019963514,0.9603493,0.27806365
1775845131427,0.4099044,-0.8215317,0.15936697,0.0042584795,-0.020575015,0.95970803,0.28021228
1775845131439,0.40465716,-0.8235497,0.15913376,0.0021412561,-0.018734422,0.95887476,0.2832028
1775845131447,0.39938885,-0.8257483,0.15926556,0.0023088525,-0.016839135,0.95775646,0.28707796
1775845131457,0.39423043,-0.8274922,0.15929332,0.0045911325,-0.017196454,0.9570177,0.2894828
1775845131467,0.38914526,-0.82952553,0.15931395,0.002823538,-0.019913774,0.9561088,0.29232073
1775845131479,0.38410997,-0.8314992,0.1594037,0.0023258466,-0.020399936,0.9555602,0.2940803
1775845131487,0.37908795,-0.8333525,0.15951294,0.0021207891,-0.018978413,0.9547977,0.29664254
1775845131500,0.37418455,-0.8351519,0.15942997,0.0019786612,-0.018661924,0.95388514,0.29958493
1775845131508,0.3689999,-0.83711815,0.15949976,0.0018141904,-0.01771624,0.95292735,0.30267534
1775845131519,0.3638794,-0.8387974,0.15933798,0.0040219077,-0.017551668,0.9523692,0.3044153
1775845131530,0.35873148,-0.8406822,0.15916379,0.004350074,-0.020483106,0.95050776,0.30999443
1775845131537,0.3535319,-0.8423507,0.15917149,0.0038650492,-0.019601123,0.950081,0.31136334
1775845131547,0.3483611,-0.8439617,0.15913145,0.0023326278,-0.019264681,0.94914716,0.31423417
1775845131559,0.34305784,-0.84563744,0.15914379,0.0039280257,-0.018001901,0.9484796,0.31630197
1775845131568,0.33765572,-0.847315,0.15909752,0.0027083296,-0.018655028,0.947469,0.31929165
1775845131581,0.33203226,-0.84881747,0.1590757,-0.00046113163,-0.019602781,0.9458496,0.3240124
1775845131587,0.32654208,-0.8505051,0.15890656,0.0028731439,-0.018017836,0.94533825,0.32558045
1775845131597,0.3212064,-0.8519282,0.1588744,0.003934714,-0.01838752,0.94471025,0.3273666
1775845131608,0.31556317,-0.85347754,0.15884836,0.0030736234,-0.016336456,0.9433827,0.3312898
1775845131619,0.30993187,-0.8550091,0.15865365,0.0027003062,-0.018583054,0.942464,0.33377966
1775845131630,0.3042111,-0.8566298,0.15868364,0.004429588,-0.018493053,0.940918,0.33809996
1775845131637,0.29869008,-0.8581421,0.15855615,0.0041840076,-0.018214379,0.9400243,0.34059504
1775845131647,0.29304472,-0.8595724,0.15854234,0.0035227388,-0.018260568,0.93830574,0.3453064
1775845131657,0.2875026,-0.86090374,0.15852809,0.0034928783,-0.017266352,0.9377741,0.34679872
1775845131667,0.28174084,-0.8622295,0.15853848,0.0018630183,-0.019239776,0.936468,0.3502201
1775845131678,0.2761308,-0.86326087,0.15869601,0.0048635425,-0.019563332,0.93488616,0.3543748
1775845131687,0.2702389,-0.86488044,0.15839094,0.0031224363,-0.022093836,0.934433,0.35543928
1775845131697,0.26461887,-0.86627126,0.1581477,0.0049218177,-0.025425123,0.93318415,0.35846433
1775845131708,0.25931916,-0.8675285,0.1581798,0.0024999592,-0.021794267,0.9327832,0.35976982
1775845131717,0.25351262,-0.8688231,0.1582916,0.0019584144,-0.020612556,0.93072927,0.3651224
1775845131729,0.24802592,-0.86971897,0.15831394,0.0034909958,-0.021320684,0.9296555,0.367796
1775845131737,0.24305637,-0.8705999,0.1583925,0.0031305442,-0.021573009,0.9292086,0.36891228
1775845131747,0.23776783,-0.871676,0.15850332,0.0024786857,-0.019750236,0.9288206,0.36999455
1775845131764,0.23206022,-0.8727953,0.15823081,0.004578701,-0.025071718,0.92644966,0.3755549
1775845131770,0.22720303,-0.87365675,0.15830897,0.0043249927,-0.025470274,0.92587286,0.3769508
1775845131778,0.22185579,-0.8740946,0.15858313,0.004489466,-0.018007932,0.9245884,0.3805151
1775845131788,0.21656865,-0.8743871,0.15913692,0.0051757484,-0.008603627,0.9224418,0.38600573
1775845131797,0.21124206,-0.87582123,0.15830207,-0.0022134103,-0.01566053,0.9236575,0.38289267
1775845131807,0.20576169,-0.87593895,0.1588974,0.0069460887,-0.013630958,0.91968995,0.39234707
1775845131818,0.20035967,-0.87663794,0.15888703,0.008504201,-0.009932709,0.91845024,0.39532048
1775845131827,0.1949558,-0.8773923,0.1586116,0.0075238245,-0.008693187,0.91703874,0.39863226
1775845131840,0.18940759,-0.87803066,0.1585876,0.0072658304,-0.009647917,0.91562366,0.4018548
1775845131847,0.18375295,-0.87855947,0.15851355,0.0075855353,-0.008426594,0.9143392,0.40479037
1775845131857,0.17824917,-0.8792703,0.15860091,0.006340331,-0.009855826,0.91321635,0.40730637
1775845131867,0.17265701,-0.8798317,0.15866932,0.0068250573,-0.010302672,0.9120578,0.40987518
1775845131877,0.1669901,-0.88050294,0.15857184,0.008097997,-0.015388581,0.91119176,0.41161522
